#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Créditos Extraordinarios,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0801K,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,75931.87,,75931.87,69014.43,
0801K,92000,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000.0,,1000.0,,
0801K,92000,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,500.0,,500.0,,
0801K,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000.0,,2000.0,101.15,
0801K,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000.0,,1000.0,,
0801K,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2500.0,,2500.0,,
0801K,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1000.0,,1000.0,,
0801K,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,1000.0,,1000.0,,
0801K,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1000.0,,1000.0,,
0801K,92000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,672.3,672.3,672.3,
0802A,32000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,32156.52,,24156.52,23245.68,
0802A,32000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,145.45,,145.45,,
0802A,32000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7263.0,,7263.0,3690.07,
0802A,32000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6647.52,,6647.52,6647.52,
0802A,32000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,12556.08,,12556.08,11063.65,
0802A,32000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,24804.3,,24804.3,20009.66,
0802A,32000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,24929.49,,24929.49,18954.47,
0802A,32000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,50354.35,,41354.35,38161.21,
0802A,32000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,6486.24,,6486.24,4622.84,
0802A,32000,12300,RESIDENCIA PERSONAL FUNCIONARIO,6899.23,,6899.23,5005.09,
0802A,32000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,765315.14,,706315.14,705471.12,
0802A,32000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,654802.52,,601802.52,601460.82,
0802A,32000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,36493.08,,31493.08,30201.1,
0802A,32000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,488563.6,,458563.6,455628.48,
0802A,32000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,207922.45,,207922.45,221752.77,
0802A,32000,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,5103.4,
0802A,32000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,64.93,
0802A,32000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,7496.33,
0802A,32000,22104,VESTUARIO,8000.0,,8000.0,7295.28,
0802A,32000,22300,GASTOS DE TRANSPORTES,,,,4820.4,
0802A,32000,22602,PUBLICIDAD Y PROPAGANDA,,,,8102.7,
0802A,32000,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,,,,6725.51,
0802A,32000,22699,OTROS GASTOS DIVERSOS,9500.0,,8910.26,28119.62,
0802A,32000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,549.8,
0802A,32000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,,,,499.31,
0802A,32300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1503505.2,,1503505.2,1635858.32,
0802A,32300,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",,,,1715.48,
0802A,32300,22700,LIMPIEZA Y ASEO,6320310.32,874040.41,7194350.73,6921875.17,
0802A,32300,22701,SEGURIDAD,900000.0,,900000.0,756607.74,
0802A,32300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4609474.95,,4603663.78,4488228.88,
0802A,32300,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,,6400.91,6400.91,
0802A,32600,44200,SUBV. PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES,440083.43,,440083.43,440083.43,
0802A,32600,48914,OTRAS TRANSFERENCIAS FUNDACIÓN U.L.P.G.C.,12000.0,,12000.0,,
0802A,32600,48915,OTRAS TRANSFERENCIAS FUNDACIÓN U.N.E.D.,70000.0,,70000.0,70000.0,
0802A,32600,78900,OTRAS TRANSFERENCIAS DE CAPITAL,52126.1,,52126.1,49264.44,
0802A,33400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1100000.0,,1280000.0,1175266.62,
0901A,23100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,14337.92,,4732.62,4732.62,
0901A,23100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,238365.08,,177365.08,174313.83,
0901A,23100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,43851.97,,33851.97,30914.51,
0901A,23100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5507.78,,507.78,,
0901A,23100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,76071.0,,65071.0,61618.55,
0901A,23100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,153778.2,,123778.2,119706.21,
0901A,23100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,157071.79,,113912.46,113024.26,
0901A,23100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,341044.25,,264044.25,250374.47,
0901A,23100,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,16029.6,,8029.6,4624.75,
0901A,23100,12300,RESIDENCIA PERSONAL FUNCIONARIO,44981.81,,33981.81,31179.21,
0901A,23100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,182097.15,,182097.15,184790.1,
0901A,23100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,151798.79,,151798.79,152661.21,
0901A,23100,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,7407.84,,7407.84,6418.96,
0901A,23100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,592735.59,,579735.59,575756.44,
0901A,23100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,6146205.22,,5986510.1,5986510.1,
0901A,23100,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,,,1500.0,1500.0,
0901A,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,32180.0,,32180.0,31790.8,
0901A,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,12000.0,,12000.0,7851.43,
0901A,23100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",5000.0,,5000.0,3226.47,
0901A,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,800.0,,800.0,,
0901A,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,2041.83,
0901A,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2500.0,,2500.0,2365.32,
0901A,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",3400.0,,3400.0,3056.43,
0901A,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000.0,,3000.0,3897.26,
0901A,23100,22100,ENERGÍA ELÉCTRICA,1200.0,,1200.0,,
0901A,23100,22101,AGUA,840.0,,840.0,,
0901A,23100,22105,PRODUCTOS ALIMENTICIOS,446232.1,,446232.1,395564.51,
0901A,23100,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,18500.0,,18500.0,14483.61,
0901A,23100,22110,PRODUCTOS DE LIMPIEZA Y ASEO,36000.0,,36000.0,39723.53,
0901A,23100,22199,OTROS SUMINISTROS,42313.16,6295.86,48609.02,36408.03,
0901A,23100,22300,GASTOS DE TRANSPORTES,138652.06,,138652.06,80714.18,
0901A,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,3950.0,,3950.0,1740.0,
0901A,23100,22602,PUBLICIDAD Y PROPAGANDA,8100.0,,8100.0,8074.8,
0901A,23100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,7000.0,,7000.0,1300.05,
0901A,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",18000.0,,14253.0,4522.14,
0901A,23100,22699,OTROS GASTOS DIVERSOS,48939.85,,48939.85,62837.6,
0901A,23100,22701,SEGURIDAD,405992.36,,405992.36,233177.09,
0901A,23100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,18000.0,,18000.0,19046.0,
0901A,23100,22798,PREVENCIÓN DE DROGODEPENDENCIAS,135000.0,,135000.0,41906.46,
0901A,23100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,8272040.41,60493.69,8332534.1,6146874.65,
0901A,23100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,956.82,
0901A,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,4500.0,,4500.0,2689.09,
0901A,23100,44200,SUBV. PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES,2087963.1,,2087963.1,2087963.1,
0901A,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,3841500.29,,3841500.29,3265438.55,
0901A,23100,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,4038571.08,,2838571.08,2278642.96,
0901A,23100,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,5800.0,,,,
0901A,23100,62500,MOBILIARIO,57673.0,,18816.0,18816.0,
0901A,23100,63300,"REPOSICIÓN DE MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3800.0,,3800.0,,
0901A,23100,63500,REPOSICIÓN DE MOBILIARIO,2500.0,,,,
0901A,23100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,9000.0,,9000.0,8999.99,
0901A,23100,78000,TRANSF. DE CAPITAL A FAMILIAS E INSTIT. NO LUCRATIVAS,45000.0,,45000.0,39944.05,
0901B,33400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,20339.97,,12339.97,11622.84,
0901B,33400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,3792.72,,3792.72,3792.96,
0901B,33400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,9317.51,,6317.51,6090.68,
0901B,33400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,10176.18,,7176.18,6179.28,
0901B,33400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,22172.04,,14172.04,13193.28,
0901B,33400,12300,RESIDENCIA PERSONAL FUNCIONARIO,2973.6,,1973.6,1699.2,
0901B,33400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,132.66,,132.66,,
0901B,33400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,158.33,,158.33,,
0901B,33400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,27507.94,,27507.94,27189.38,
0901B,33400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,37236.26,,37236.26,36818.8,
0901B,33400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,256.8,
0901B,33400,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,1500.0,,1500.0,,
0901B,33400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,300.0,,300.0,,
0901B,33400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,350.0,,350.0,313.06,
0901B,33400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000.0,,2000.0,,
0901B,33400,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",150.0,,150.0,,
0901B,33400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,,
0901B,33400,22200,SERVICIOS DE TELECOMUNICACIONES,150.0,,150.0,,
0901B,33400,22201,COMUNICACIONES POSTALES,100.0,,100.0,,
0901B,33400,22400,PRIMAS DE SEGUROS,2000.0,,2000.0,,
0901B,33400,22602,PUBLICIDAD Y PROPAGANDA,3000.0,,3000.0,2760.6,
0901B,33400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",1000.0,,1000.0,4376.3,
0901B,33400,22699,OTROS GASTOS DIVERSOS,121750.0,,121750.0,155779.99,
0901B,33400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,3000.0,,3000.0,,
0901B,33400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,1284.0,
0901B,33400,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0901B,33400,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,162.21,
0901B,33400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1500.0,,1500.0,197.87,
0901B,33400,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",5000.0,,5000.0,,
0901B,33700,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,4000.0,,4000.0,,
0901B,33700,22101,AGUA,350.0,,350.0,,
0901B,33700,22110,PRODUCTOS DE LIMPIEZA Y ASEO,200.0,,200.0,,
0901B,33700,22300,GASTOS DE TRANSPORTES,1700.0,,1700.0,,
0901B,33700,22701,SEGURIDAD,35000.0,,35000.0,19439.02,
0901B,33800,22100,ENERGÍA ELÉCTRICA,700.0,,700.0,,
0901B,33800,22300,GASTOS DE TRANSPORTES,5750.0,,5750.0,2272.68,
0901B,33800,22400,PRIMAS DE SEGUROS,2000.0,,2000.0,,
0901B,33800,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,10000.0,,10000.0,3431.27,
0901B,33800,22698,OTROS GASTOS DIVERSOS. SOCIEDAD GENERAL DE AUTORES,1500.0,,1500.0,,
0901C,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",427.0,,427.0,,
0901C,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,427.0,,427.0,,
0901C,23100,22200,SERVICIOS DE TELECOMUNICACIONES,346.0,,346.0,,
0901C,23100,22201,COMUNICACIONES POSTALES,693.0,,693.0,,
0901C,23100,22203,COMUNICACIONES INFORMÁTICAS,346.0,,346.0,,
0901C,23100,22300,GASTOS DE TRANSPORTES,1000.0,,1000.0,,
0901C,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,471.0,,471.0,,
0901C,23100,22699,OTROS GASTOS DIVERSOS,490.0,,490.0,,
0901C,23100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,,5000.0,
0901C,23100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,400.0,,400.0,,
0901C,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,400.0,,400.0,,
0901C,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,10000.0,,10000.0,,
0902A,23100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,183586.12,,178894.56,176599.88,
0902A,23100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,525438.31,,469589.62,469589.62,
0902A,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,3191.08,
0902A,23100,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,1284.0,
0902A,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,500.0,,500.0,,
0902A,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,800.0,,800.0,,
0902A,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,,
0902A,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000.0,,2000.0,642.85,
0902A,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500.0,,1500.0,,
0902A,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1800.0,,1800.0,,
0902A,23100,22300,GASTOS DE TRANSPORTES,4000.0,,4000.0,,
0902A,23100,22400,PRIMAS DE SEGUROS,600.0,,600.0,65.0,
0902A,23100,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,139.1,
0902A,23100,22602,PUBLICIDAD Y PROPAGANDA,30000.0,,38000.0,13709.7,
0902A,23100,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",1650.0,,1650.0,,
0902A,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",6000.0,,6000.0,5750.0,
0902A,23100,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,,,,4794.19,
0902A,23100,22699,OTROS GASTOS DIVERSOS,82150.0,,98360.34,20435.03,
0902A,23100,22701,SEGURIDAD,2000.0,,2000.0,1927.06,
0902A,23100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,,,
0902A,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,480.0,
0902A,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,27500.0,,15000.0,,
0902A,23100,78000,TRANSF. DE CAPITAL A FAMILIAS E INSTIT. NO LUCRATIVAS,7500.0,,,,
#,,,,314068334.97,34323190.52,349247811.66,298779601.5,
