#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0801I,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500,0,1500,95.19
0801I,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,0,0,0,31.99
0801I,92000,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,300,0,300,0
0801I,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",209950,270000,479950,65446
0801I,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",1000,0,1000,0
0801I,92000,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,232982.73
0801I,92000,22699,OTROS GASTOS DIVERSOS,5000,0,5000,0
0801I,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,21250,0,21250,34182.11
0801I,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,1300,0,1300,161.33
0801I,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1500,0,1500,0
0801I,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1000,0,1000,245.67
0801I,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1700,0,1700,476.37
0801J,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1120.15,0,1120.15,4488.95
0801J,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,26180.28,0,26180.28,26442.36
0801J,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,1210.5,0,1210.5,6799.06
0801J,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,9097.68,0,9097.68,9191.16
0801J,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,12054.01,0,12054.01,15906.07
0801J,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,13928.37,0,13928.37,17889.59
0801J,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,25633.24,8240,33873.24,33871.52
0801J,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,6051.12,0,6051.12,7810.8
0801J,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,4569.08,0,4569.08,6020.89
0801J,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,15642.6,0,15642.6,15800.02
0801J,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13460.52,0,13460.52,13196.86
0801J,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,159422.64,0,159422.64,160423.46
0801J,92000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,5874.6,0,5874.6,5078.69
0801J,92000,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,794.94,0,794.94,653.95
0801J,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,5000,0,5000,0
0801J,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",600,0,600,0
0801J,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3800,0,3800,0
0801J,92000,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,220011,0,220011,220011
0801J,92000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",20000,0,20000,32213.64
0801J,92000,22699,OTROS GASTOS DIVERSOS,40000,45500,85500,62799.48
0801J,92000,35200,INTERESES DE DEMORA,30000,0,30000,1247.93
0801K,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,26883.6,0,26883.6,27152.64
0801K,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,8717.13,0,8717.13,0
0801K,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,10181.22,0,10181.22,8814.12
0801K,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8297.04,0,8297.04,13404.6
0801K,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,28156.68,0,28156.68,24749.68
0801K,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,32427.48,0,32427.48,27800.53
0801K,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,98654.96,0,98654.96,88888.08
0801K,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,7067.28,0,7067.28,5615.16
0801K,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,73646.28,0,73646.28,72397.96
0801K,92000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,1212.24,0,1212.24,690.12
0801K,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,2000,0,2000,0
0801K,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,2000,0,2000,0
0801K,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,0
0801K,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500,0,1500,0
0801K,92000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000,0,1000,2511
0801K,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1500,0,1500,3071
0801K,92000,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,222.69
0801K,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,600,0,600,0
0801K,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,400,0,400,0
0802A,32000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,41648.51,0,41648.51,23478.24
0802A,32000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,2908.92,0,2908.92,0
0802A,32000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,605.25,0,605.25,0
0802A,32000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6647.52,0,6647.52,6714
0802A,32000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,9683.76,0,9683.76,9631.75
0802A,32000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,22101.72,0,22101.72,14105.69
0802A,32000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,27235.93,0,27235.93,16739.88
0802A,32000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,57231.96,0,57231.96,35544.96
0802A,32000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,3026.64,0,3026.64,2935.68
0802A,32000,12300,RESIDENCIA PERSONAL FUNCIONARIO,7672.07,0,7672.07,4462.68
0802A,32000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,649022.87,0,649022.87,617741.84
0802A,32000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,590323.49,0,590323.49,562656.74
0802A,32000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,30391.44,0,30391.44,26932.73
0802A,32000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,503927.28,0,503927.28,428473.12
0802A,32000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,202061.4,0,202061.4,200315.58
0802A,32000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,60551.76,0,60551.76,51935.79
0802A,32000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000,0,5000,3187.84
0802A,32000,22104,VESTUARIO,8000,-2000,6000,697.4
0802A,32000,22500,TRIBUTOS ESTATALES,0,0,0,44.94
0802A,32000,22602,PUBLICIDAD Y PROPAGANDA,0,0,0,9315.9
0802A,32000,22699,OTROS GASTOS DIVERSOS,9500,0,9500,6500
0802A,32000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,0,0,0,680.84
0802A,32000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,196.31
0802A,32000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,0,0,0,318.94
0802A,32000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,286.24
0802A,32000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,0,0,0,226.49
0802A,32300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,2003505.2,45999.6,2049504.8,1503338.4
0802A,32300,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,545189.6
0802A,32300,22700,LIMPIEZA Y ASEO,6320310.32,0,6320310.32,5980347.58
0802A,32300,22701,SEGURIDAD,900000,0,900000,887240.83
0802A,32300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4537811.17,-4000,4533811.17,4484271.66
0802A,32600,44200,SUBV. PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES,613558.43,0,613558.43,613558.43
0802A,32600,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,50000,0,50000,0
0802A,32600,48914,OTRAS TRANSFERENCIAS FUNDACIÓN U.L.P.G.C.,12000,6000,18000,18000
0802A,32600,48915,OTRAS TRANSFERENCIAS FUNDACIÓN U.N.E.D.,70000,0,70000,70000
0802A,32600,78900,OTRAS TRANSFERENCIAS DE CAPITAL,52126.1,0,52126.1,48668.46
0802A,33400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,34635.03
0802A,33400,22699,OTROS GASTOS DIVERSOS,0,0,0,0
0802A,33400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1450000,-50679.6,1399320.4,975297.43
0901A,23100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,29123.9,0,29123.9,5656.8
0901A,23100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,215022.54,0,215022.54,174662.4
0901A,23100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,40724.88,0,40724.88,24091.92
0901A,23100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,11499.75,0,11499.75,0
0901A,23100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,62742.72,0,62742.72,54073.97
0901A,23100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,124939.45,0,124939.45,90058.96
0901A,23100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,152217.94,0,152217.94,108680.43
0901A,23100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,329119.4,0,329119.4,243501.9
0901A,23100,12106,C.P.T. PERSONAL FUNCIONARIO,0,0,0,2365.54
0901A,23100,12300,RESIDENCIA PERSONAL FUNCIONARIO,44306.89,0,44306.89,30278.4
0901A,23100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,160837.54,0,160837.54,157774.33
0901A,23100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,143115.07,0,143115.07,137575.71
0901A,23100,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,4048.2,0,4048.2,3837.35
0901A,23100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,622960.8,0,622960.8,602174.26
0901A,23100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,5941647.48,-47245,5894402.48,5823990.73
0901A,23100,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,64600.92,0,64600.92,53248.96
0901A,23100,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,0,1000,1000,740
0901A,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,18174.52,0,18174.52,13139.57
0901A,23100,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,0,0,0,0
0901A,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,1385.65
0901A,23100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1000,0,1000,4604.36
0901A,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,0,0,0,7530.55
0901A,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,916.63,0,916.63,385.08
0901A,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500,0,500,714.5
0901A,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",0,0,0,471.96
0901A,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,0,0,0,5072.88
0901A,23100,22105,PRODUCTOS ALIMENTICIOS,492069.35,0,492069.35,135289.83
0901A,23100,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,0,0,0,0
0901A,23100,22110,PRODUCTOS DE LIMPIEZA Y ASEO,36000,0,36000,32479.52
0901A,23100,22199,OTROS SUMINISTROS,7057.82,0,7057.82,0
0901A,23100,22300,GASTOS DE TRANSPORTES,91303.46,0,91303.46,15499.94
0901A,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,0,0,0,1740
0901A,23100,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,0,0,0,140
0901A,23100,22602,PUBLICIDAD Y PROPAGANDA,5400,0,5400,3094.44
0901A,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",16000,-1000,15000,1355
0901A,23100,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,2213128.75,2213128.75,6314005.48
0901A,23100,22699,OTROS GASTOS DIVERSOS,17830,0,17830,32012.95
0901A,23100,22701,SEGURIDAD,345048.32,0,345048.32,0
0901A,23100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,0,0,0,0
0901A,23100,22798,PREVENCIÓN DE DROGODEPENDENCIAS,147000,0,147000,134999.97
0901A,23100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,8901664.74,902361.25,9804025.99,5534996.88
0901A,23100,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,593.33
0901A,23100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,0,0,0,715.38
0901A,23100,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,0,0,0,734.82
0901A,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,0,0,0,2337.51
0901A,23100,44200,SUBV. PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES,2207163.1,0,2207163.1,2207163.1
0901A,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,3841500.29,0,3841500.29,3754049.96
0901A,23100,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,4154571.08,-518297.64,3636273.44,2282191.59
0901A,23100,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,5800,-5800,0,0
0901A,23100,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",10515.4,0,10515.4,8513.88
0901A,23100,63300,"REPOSICIÓN DE MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3800,0,3800,0
0901A,23100,63500,REPOSICIÓN DE MOBILIARIO,2500,-2500,0,3745
0901A,23100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,9000,0,9000,8750.46
0901A,23100,78000,TRANSF. DE CAPITAL A FAMILIAS E INSTIT. SIN FINES DE LUCRO,45000,0,45000,33794.33
0901B,33400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,11739.12
0901B,33400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,4214.4,0,4214.4,4044.72
0901B,33400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,5153.64,0,5153.64,5180.18
0901B,33400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,6179.28,0,6179.28,6131.38
0901B,33400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,13193.28,140,13333.28,13329.36
0901B,33400,12300,RESIDENCIA PERSONAL FUNCIONARIO,1699.2,0,1699.2,1716.24
0901B,33400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,1326.59,0,1326.59,0
0901B,33400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,1583.34,0,1583.34,0
0901B,33400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,26708.52,0,26708.52,26978.82
0901B,33400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,72674.4,0,72674.4,46181.55
0901B,33400,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,1000,0,1000,563.65
0901B,33400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,350,0,350,0
0901B,33400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,500,0,500,280.72
0901B,33400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000,0,2000,1017.38
0901B,33400,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100,0,100,0
0901B,33400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,900,0,900,81.99
0901B,33400,22200,SERVICIOS DE TELECOMUNICACIONES,100,0,100,0
0901B,33400,22201,COMUNICACIONES POSTALES,100,0,100,0
0901B,33400,22400,PRIMAS DE SEGUROS,900,0,900,0
0901B,33400,22602,PUBLICIDAD Y PROPAGANDA,3300,0,3300,27389.44
0901B,33400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",5000,0,5000,5193.11
0901B,33400,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,0
0901B,33400,22699,OTROS GASTOS DIVERSOS,233200,28000,261200,264175.48
0901B,33400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,3000,0,3000,0
0901B,33400,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000,0,1000,155.5
0901B,33400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1500,0,1500,212.91
0901B,33400,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",5000,0,5000,0
0901B,33700,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000,0,1000,0
0901B,33700,22100,ENERGÍA ELÉCTRICA,300,0,300,0
0901B,33700,22110,PRODUCTOS DE LIMPIEZA Y ASEO,100,0,100,0
0901B,33700,22300,GASTOS DE TRANSPORTES,1700,0,1700,732.95
0901B,33700,22701,SEGURIDAD,19000,0,19000,4603.89
0901B,33700,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,8000,0,8000,0
0901B,33800,22100,ENERGÍA ELÉCTRICA,700,0,700,0
0901B,33800,22300,GASTOS DE TRANSPORTES,5750,0,5750,831.34
0901B,33800,22400,PRIMAS DE SEGUROS,1000,0,1000,0
0901B,33800,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,8000,0,8000,7081.61
0901B,33800,22698,OTROS GASTOS DIVERSOS. SOCIEDAD GENERAL DE AUTORES,1500,0,1500,0
0901C,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",0,0,0,74.77
0901C,23100,22602,PUBLICIDAD Y PROPAGANDA,3000,0,3000,2326.18
0901C,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",6000,0,6000,0
0901C,23100,22699,OTROS GASTOS DIVERSOS,6000,0,6000,10349.05
0902A,23100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1120.15,0,1120.15,0
0902A,23100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,394.45,0,394.45,0
0902A,23100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,514.94,0,514.94,0
0902A,23100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,1160.52,0,1160.52,0
0902A,23100,12300,RESIDENCIA PERSONAL FUNCIONARIO,173.26,0,173.26,0
0902A,23100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,179786.88,0,179786.88,169170.31
0902A,23100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,474101.76,0,474101.76,452065.12
0902A,23100,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,10768.68,0,10768.68,8314.6
0902A,23100,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,10000,-9000,1000,0
0902A,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,5000,1275.44,6275.44,2140
0902A,23100,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",3500,749,4249,0
0902A,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,500,0,500,0
0902A,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500,0,500,0
0902A,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,48.15,48.15,0
0902A,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000,0,2000,0
0902A,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000,0,1000,0
0902A,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1800,495.51,2295.51,744.49
0902A,23100,22300,GASTOS DE TRANSPORTES,4000,1074.1,5074.1,0
0902A,23100,22400,PRIMAS DE SEGUROS,400,0,400,0
0902A,23100,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,350,65,415,0
0902A,23100,22602,PUBLICIDAD Y PROPAGANDA,45000,14775.16,59775.16,35857.03
0902A,23100,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",1000,0,1000,0
0902A,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",10000,3733.2,13733.2,278.2
0902A,23100,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,8000,0,8000,4306.02
0902A,23100,22699,OTROS GASTOS DIVERSOS,43450,10919.81,54369.81,15704.71
0902A,23100,22701,SEGURIDAD,3000,0,3000,1605
0902A,23100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,18000,17977.07,35977.07,0
0902A,23100,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500,0,500,0
0902A,23100,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500,0,500,0
0902A,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000,0,2000,1370
0902A,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,27500,0,27500,0
#,,,,320567804.24,70381543.44,390949347.68,321510079.95
